Product ID,Product Name,Category,Sub-Category,Sales,Profit,Quantity,Unit Price,Discount,Profit_Margin
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,825.174,-117.882,9,91.68599999999999,0.3,-0.14285714285714288
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,1064.624,24.196,10,108.882,0.09999999999999999,0.022727272727272728
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,2154.348,311.1836,14,148.75259999999997,0.13,0.14444444444444446
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,723.842,-133.1092,21,39.67366666666667,0.18333333333333335,-0.18389261744966443
FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,851.76,229.9752,12,70.98,0.0,0.27
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,2946.3668,-767.7436,22,134.25464,0.332,-0.2605729877216917
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,2970.059,-78.637,28,107.6722,0.11000000000000001,-0.026476578411405292
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,1119.195,147.0942,22,48.2562,0.16999999999999998,0.13142857142857145
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,90.882,-190.8522,3,30.294,0.7,-2.1
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,935.1972,-125.74080000000001,10,96.4886,0.26333333333333336,-0.13445378151260506
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,1570.0775999999998,-26.972399999999993,30,53.66088,0.244,-0.01717902350813743
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,424.90000000000003,27.193599999999996,6,76.482,0.1,0.06399999999999999
FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,1263.9569999999999,-56.3214,12,103.14675,0.21250000000000002,-0.04455958549222798
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5492.885,15.049,26,205.795075,0.31625,0.00273972602739726
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,1014.174,-418.548,10,115.36899999999999,0.2833333333333333,-0.41269841269841273
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,2740.197,-975.0988,37,69.99557142857142,0.4214285714285714,-0.355849889624724
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,400.0268,-113.2606,3,118.08019999999999,0.51,-0.28313253012048195
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,119.833,-12.6882,1,119.833,0.15,-0.10588235294117647
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,11046.609,90.17640000000002,27,409.13366666666667,0.18333333333333335,0.00816326530612245
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,1875.034,-70.49,15,123.3575,0.125,-0.03759398496240601
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,754.7336,-294.7672,16,48.04813333333334,0.4066666666666667,-0.3905579399141631
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,7539.7122,780.3302,35,213.024925,0.18375,0.10349601938386985
FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,1320.228,362.70779999999996,19,68.1408,0.04,0.27473118279569886
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.081,-126.44099999999996,27,206.052,0.26666666666666666,-0.024390243902439015
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,748.8608,24.156800000000004,6,124.81013333333334,0.17333333333333334,0.03225806451612904
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,540.804,-12.290999999999997,9,67.6005,0.175,-0.02272727272727272
FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,2487.759,410.352,15,164.56825,0.0375,0.16494845360824742
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,1912.308,-68.1096,18,104.78399999999999,0.2,-0.03561643835616438
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,1909.8178,-78.18639999999999,19,98.22577142857143,0.1457142857142857,-0.04093919325707405
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,3420.7704,-755.7516,21,167.9448,0.24,-0.22093023255813957
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,3447.84,206.87040000000002,8,430.98,0.0,0.060000000000000005
FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,322.192,-81.16760000000001,14,23.751333333333335,0.2333333333333333,-0.2519230769230769
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,1473.2982000000002,73.71539999999999,18,81.2889,0.19499999999999998,0.05003427004797805
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,649.376,-97.4064,14,44.45133333333333,0.2333333333333333,-0.15000000000000002
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases,1474.308,-191.86200000000002,22,75.735,0.25,-0.13013698630136988
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,729.2339999999999,48.6156,4,169.41799999999998,0.2333333333333333,0.06666666666666668
FUR-BO-10003893,Sauder Camden County Collection Library,Furniture,Bookcases,1368.2620000000002,-103.482,16,87.9597,0.235,-0.07563025210084033
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,802.074,106.47,14,56.784,0.19999999999999998,0.13274336283185842
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,1646.9180000000001,-285.9484,12,136.18745,0.2475,-0.17362637362637362
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,1427.683,-8.549,10,145.333,0.15,-0.005988023952095808
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,3317.7235,135.58870000000002,34,99.99166666666666,0.16666666666666666,0.04086799276672695
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,3626.0056,-208.6504,34,108.025925,0.23375,-0.05754276827371695
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,2904.161,-170.83299999999997,17,160.784,0.2,-0.05882352941176469
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,489.37919999999997,-70.8312,4,135.2232,0.16,-0.14473684210526316
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,858.858,-9.93719999999999,17,53.5899,0.245,-0.011570247933884286
